Geo Point;Geo Shape;ID;Code TAF/TAP;Nom symbolique;Abréviation LST FR courte;Abréviation LST NL courte;Abréviation LST FR complète;Abréviation LST NL complète;Nom FR court;Nom NL court;Nom FR moyen;Nom NL moyen;Nom FR complet;Nom NL complet;Classification en néerlandais;Classification en anglais;Classification en anglais
51.2716020002,4.38378599551;"{""type"": ""Point"", ""coordinates"": [4.38378599550879, 51.27160200016149]}";1522;BE01522;VIVC;V.IVC;V.IVC;VERB.IVC;VERB.IVC;V.IVC;V.IVC;Verb.IVC;Verb.IVC;Verb.IVC;Verb.IVC;Verbinding;Raccordement;Raccordement
50.6989403047,5.17057107846;"{""type"": ""Point"", ""coordinates"": [5.17057107845688, 50.69894030468983]}";408;BE00408;408;FL-WA 3 L2;VL-WA 3 L2;FRONT. FLANDRE-WALLONIE 3 L2;GRENS VLAANDEREN-WALLONIE 3 L2;Fl-Wa 3 L2;Vl-Wa 3 L2;Front. Fl-Wa 3 L2;Grens Vl-Wa 3 L2;Front. Flandre-Wallonie 3 L2;Grens Vlaanderen-Wallonië 3 L2;6;6;6
51.2810872649,4.27217020596;"{""type"": ""Point"", ""coordinates"": [4.272170205961848, 51.28108726491002]}";1710;BE01710;VNONA;V.NOVA NATIE;V.NOVA NATIE;VERB.NOVA NATIE;VERB.NOVA NATIE;V.Nova Natie;V.Nova Natie;Verb.Nova Natie;Verb.Nova Natie;Verb.Nova Natie;Verb.Nova Natie;Verbinding;Raccordement;Raccordement
50.8824580501,4.39019906323;"{""type"": ""Point"", ""coordinates"": [4.390199063234682, 50.88245805014902]}";1041;BE01041;FSRPW;SCHAERB-QATD;SCHAARB-PTWD;SCHAERBEEK-QUAI A.T./D.-NOS;SCHAARBEEK-PERRON T.W./D.-NOS;Schaerb-QATD;Schaarb-PTWD;Schaerbeek-Q.ATD-NOS;Schaarbeek-P.TWD-NOS;Schaerbeek-Quai A.T./D.-NOS;Schaarbeek-Perron T.W./D.-NOS;Diensthalte;Point d'arrêt de service;Point d'arrêt de service
50.7145650457,5.06629068219;"{""type"": ""Point"", ""coordinates"": [5.066290682192882, 50.71456504568193]}";430;BE00430;430;WA-FL 1 L2;WA-VL 1 L2;FRONT. WALLONIE-FLANDRE 1 L2;GRENS WALLONIE-VLAANDEREN 1 L2;Wa-Fl 1 L2;Wa-Vl 1 L2;Front. Wa-Fl 1 L2;Grens Wa-Vl 1 L2;Front. Wallonie-Flandre 1 L2;Grens Wallonië-Vlaanderen 1 L2;6;6;6
50.847966194,4.18816056836;"{""type"": ""Point"", ""coordinates"": [4.18816056835541, 50.847966194024615]}";1902;BE01902;1902;L50C-S135;L50C-S135;LIJN 50C-SEINEN BY135/AY135;LIJN 50C-SEINEN BY135/AY135;L50C-S135;L50C-S135;L50C-S.BY135/AY135;L50C-S.BY135/AY135;Lijn 50C-Seinen BY135/AY135;Lijn 50C-Seinen BY135/AY135;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
51.1667675739,4.34280556102;"{""type"": ""Point"", ""coordinates"": [4.342805561020252, 51.16676757389307]}";1719;BE01719;VUMIC;V.UMICORE;V.UMICORE;VERB.HOBOKEN-UMICORE;VERB.HOBOKEN-UMICORE;V.Umicore;V.Umicore;Verb.Hoboken-Umicore;Verb.Hoboken-Umicore;Verb.Hoboken-Umicore;Verb.Hoboken-Umicore;Verbinding;Raccordement;Raccordement
50.7028010385,5.13258631309;"{""type"": ""Point"", ""coordinates"": [5.13258631308914, 50.702801038454425]}";437;BE00437;437;WA-FL 2 L2;WA-VL 2 L2;FRONT. WALLONIE-FLANDRE 2 L2;GRENS WALLONIE-VLAANDEREN 2 L2;Wa-Fl 2 L2;Wa-Vl 2 L2;Front. Wa-Fl 2 L2;Grens Wa-Vl 2 L2;Front. Wallonie-Flandre 2 L2;Grens Wallonië-Vlaanderen 2 L2;6;6;6
50.9273988918,3.98355606066;"{""type"": ""Point"", ""coordinates"": [3.983556060657896, 50.92739889181319]}";2132;BE02132;2132;L50A-S292;L50A-S292;LIJN 50A-SEINEN 292;LIJN 50A-SEINEN 292;L50A-S292;L50A-S292;Lijn 50A-Seinen 292;Lijn 50A-Seinen 292;Lijn 50A-Seinen 292;Lijn 50A-Seinen 292;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
50.8254466499,4.23917846231;"{""type"": ""Point"", ""coordinates"": [4.239178462308951, 50.8254466499338]}";1903;BE01903;1903;L50C-S82;L50C-S82;LIJN 50C-SEINEN BY82/AY82;LIJN 50C-SEINEN BY82/AY82;L50C-S82;L50C-S82;Lijn 50C-S.BY82/AY82;Lijn 50C-S.BY82/AY82;Lijn 50C-Seinen BY82/AY82;Lijn 50C-Seinen BY82/AY82;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
50.8016638726,4.303632302;"{""type"": ""Point"", ""coordinates"": [4.303632301995992, 50.801663872614434]}";452;BE00452;452;BR-FL L96B;BR-VL L96B;FRONT. BRUXELLES-FLANDRE L96B;GRENS BRUSSEL-VLAANDEREN L96B;Br-Fl L96B;Br-Vl L96B;Front. Br-Fl L96B;Grens Br-Vl L96B;Front. Bruxelles-Flandre L96B;Grens Brussel-Vlaanderen L96B;6;6;6
51.0080960369,3.77308814509;"{""type"": ""Point"", ""coordinates"": [3.773088145091903, 51.00809603690798]}";2135;BE02135;2135;L50A-S467;L50A-S467;LIJN 50A-SEINEN 467;LIJN 50A-SEINEN 467;L50A-S467;L50A-S467;Lijn 50A-Seinen 467;Lijn 50A-Seinen 467;Lijn 50A-Seinen 467;Lijn 50A-Seinen 467;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
51.1679869329,4.82672776869;"{""type"": ""Point"", ""coordinates"": [4.82672776869053, 51.16798693287122]}";2012;BE02012;2012;L207-S.AWL;L207-S.AWL;LIJN 207-SEINEN AWL207;LIJN 207-SEINEN AWL207;L207-S.AWL;L207-S.AWL;L207-Seinen AWL207;L207-Seinen AWL207;Lijn 207-Seinen AWL207;Lijn 207-Seinen AWL207;Diensthalte;Point d'arrêt de service;Point d'arrêt de service
51.0110844353,4.36472435035;"{""type"": ""Point"", ""coordinates"": [4.364724350352442, 51.01108443532285]}";639;BE00639;FKPZK;KAP-B-ZEEKAN;KAP-B-ZEEKAN;KAPELLE-OP-DEN-BOS-ZEEKANAAL;KAPELLE-OP-DEN-BOS-ZEEKANAAL;Kap-B-Zeekan;Kap-B-Zeekan;Kap-o/d-Bos-Zeekan;Kap-o/d-Bos-Zeekan;Kapelle-op-den-Bos-Zeekanaal;Kapelle-op-den-Bos-Zeekanaal;Beweegbare brug;Pont mobile;Pont mobile
50.7736344594,4.33953454109;"{""type"": ""Point"", ""coordinates"": [4.33953454109416, 50.773634459430525]}";72;BE00072;72;BR-FL L124;BR-VL L124;FRONT. BRUXELLES-FLANDRE L124;GRENS BRUSSEL-VLAANDEREN L124;Br-Fl L124;Br-Vl L124;Front. Br-Fl L124;Grens Br-Vl L124;Front. Bruxelles-Flandre L124;Grens Brussel-Vlaanderen L124;6;6;6
50.4346073009,3.93447834824;"{""type"": ""Point"", ""coordinates"": [3.934478348236615, 50.43460730090148]}";294;BE00294;LCS;CUESMES;CUESMES;CUESMES;CUESMES;Cuesmes;Cuesmes;Cuesmes;Cuesmes;Cuesmes;Cuesmes;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
51.0659438678,4.36493401947;"{""type"": ""Point"", ""coordinates"": [4.364934019472126, 51.065943867834044]}";1258;BE01258;FWBZK;WILL-ZEEKAN;WILL-ZEEKAN;WILLEBROEK-ZEEKANAAL;WILLEBROEK-ZEEKANAAL;Will-Zeekan;Will-Zeekan;Willebroek-Zeekanaal;Willebroek-Zeekanaal;Willebroek-Zeekanaal;Willebroek-Zeekanaal;Beweegbare brug;Pont mobile;Pont mobile
50.8924487254,4.42838915837;"{""type"": ""Point"", ""coordinates"": [4.428389158370022, 50.89244872537579]}";390;BE00390;390;BR-FL L36/1;BR-VL L36/1;FRONT. BRUXELLES-FLANDRE L36/1;GRENS BRUSSEL-VLAANDEREN L36/1;Br-Fl L36/1;Br-Vl L36/1;Front. Br-Fl L36/1;Grens Br-Vl L36/1;Front. Bruxelles-Flandre L36/1;Grens Brussel-Vlaanderen L36/1;6;6;6
50.8920134018,4.42788552861;"{""type"": ""Point"", ""coordinates"": [4.427885528606742, 50.89201340178813]}";388;BE00388;388;BR-FL L36;BR-VL L36;FRONT. BRUXELLES-FLANDRE L36;GRENS BRUSSEL-VLAANDEREN L36;Br-Fl L36;Br-Vl L36;Front. Br-Fl L36;Grens Br-Vl L36;Front. Bruxelles-Flandre L36;Grens Brussel-Vlaanderen L36;6;6;6
51.073124292,3.72711713591;"{""type"": ""Point"", ""coordinates"": [3.727117135908506, 51.07312429195596]}";1380;BE01380;FWOW;WIEDAUWBRUG;WIEDAUWBRUG;WONDELGEM-WIEDAUWKAAIBRUG;WONDELGEM-WIEDAUWKAAIBRUG;Wiedauwbrug;Wiedauwbrug;Wondelg-Wiedauwbrug;Wondelg-Wiedauwbrug;Wondelgem-Wiedauwkaaibrug;Wondelgem-Wiedauwkaaibrug;Beweegbare brug;Pont mobile;Pont mobile
51.085968696,4.35275917939;"{""type"": ""Point"", ""coordinates"": [4.352759179389467, 51.08596869598111]}";1022;BE01022;FRBZK;RUISB-ZEEKAN;RUISB-ZEEKAN;RUISBROEK-ZEEKANAAL;RUISBROEK-ZEEKANAAL;Ruisb-Zeekan;Ruisb-Zeekan;Ruisbroek-Zeekanaal;Ruisbroek-Zeekanaal;Ruisbroek-Zeekanaal;Ruisbroek-Zeekanaal;Beweegbare brug;Pont mobile;Pont mobile
50.891956211,4.42800932225;"{""type"": ""Point"", ""coordinates"": [4.428009322248107, 50.89195621100963]}";397;BE00397;397;BR-FL L36N;BR-VL L36N;FRONT. BRUXELLES-FLANDRE L36N;GRENS BRUSSEL-VLAANDEREN L36N;Br-Fl L36N;Br-Vl L36N;Front. Br-Fl L36N;Grens Br-Vl L36N;Front. Bruxelles-Flandre L36N;Grens Brussel-Vlaanderen L36N;6;6;6
50.7483595567,5.77714412482;"{""type"": ""Point"", ""coordinates"": [5.777144124820269, 50.74835955671571]}";1772;BE01772;1772;WA-FL L24;WA-VL L24;FRONT. WALLONIE-FLANDRE L24;GRENS WALLONIE-VLAANDEREN L24;Wa-Fl L24;Wa-Vl L24;Front. Wa-Fl L24;Grens Wa-Vl L24;Front. Wallonie-Flandre L24;Grens Wallonië-Vlaanderen L24;6;6;6
50.8939140681,4.42546836616;"{""type"": ""Point"", ""coordinates"": [4.425468366160056, 50.89391406806278]}";1046;BE01046;SP059;L36/1-V059;L36/1-SP059;LIGNE 36/1-VOIE 059;LIJN 36/1-SPOOR 059;L36/1-V059;L36/1-Sp059;Ligne 36/1-Voie 059;Lijn 36/1-Spoor 059;Ligne 36/1-Voie 059;Lijn 36/1-Spoor 059;Andere;Autre;Autre
50.8015536647,4.30368704647;"{""type"": ""Point"", ""coordinates"": [4.303687046473082, 50.80155366472248]}";448;BE00448;448;BR-FL L96A;BR-VL L96A;FRONT. BRUXELLES-FLANDRE L96A;GRENS BRUSSEL-VLAANDEREN L96A;Br-Fl L96A;Br-Vl L96A;Front. Br-Fl L96A;Grens Br-Vl L96A;Front. Bruxelles-Flandre L96A;Grens Brussel-Vlaanderen L96A;6;6;6
50.7501685357,5.69680407493;"{""type"": ""Point"", ""coordinates"": [5.696804074925886, 50.750168535695835]}";1773;BE01773;1773;WA-FL L24/1;WA-VL L24/1;FRONT. WALLONIE-FLANDRE L24/1;GRENS WALLONIE-VLAANDEREN 24/1;Wa-Fl L24/1;Wa-Vl L24/1;Front. Wa-Fl L24/1;Grens Wa-Vl L24/1;Front. Wallonie-Flandre L24/1;Grens Wallonië-Vlaanderen 24/1;6;6;6
50.9005324685,4.42653985722;"{""type"": ""Point"", ""coordinates"": [4.426539857215483, 50.90053246852512]}";1358;BE01358;1358;BR-FL L25N;BR-VL L25N;FRONT. BRUXELLES-FLANDRE L25N;GRENS BRUSSEL-VLAANDEREN L25N;Br-Fl L25N;Br-Vl L25N;Front. Br-Fl L25N;Grens Br-Vl L25N;Front. Bruxelles-Flandre L25N;Grens Brussel-Vlaanderen L25N;6;6;6
50.0457618012,5.26687887493;"{""type"": ""Point"", ""coordinates"": [5.266878874926321, 50.04576180115594]}";833;BE00833;MRWRT;MIRWART;MIRWART;MIRWART;MIRWART;Mirwart;Mirwart;Mirwart;Mirwart;Mirwart;Mirwart;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
50.7489953658,5.70773840306;"{""type"": ""Point"", ""coordinates"": [5.707738403064524, 50.74899536583169]}";1774;BE01774;1774;FL-WA L24/1;VL-WA L24/1;FRONT. FLANDRE-WALLONIE L24/1;GRENS VLAANDEREN-WALLONIE 24/1;Fl-Wa L24/1;Vl-Wa L24/1;Front. Fl-Wa L24/1;Grens Vl-Wa L24/1;Front. Flandre-Wallonie L24/1;Grens Vlaanderen-Wallonië 24/1;6;6;6
50.5875098596,4.12151769624;"{""type"": ""Point"", ""coordinates"": [4.121517696237189, 50.58750985956346]}";1674;BE01674;PN63;PN 63;PN 63;COURBE DE SOIGNIES-PN 63;COURBE DE SOIGNIES-PN 63;PN 63;PN 63;Courbe Soignies-PN63;Courbe Soignies-PN63;Courbe de Soignies-PN 63;Courbe de Soignies-PN 63;Blocksein met melding;Signal de bloc avec repérage;Signal de bloc avec repérage
50.8920476754,4.42805855539;"{""type"": ""Point"", ""coordinates"": [4.428058555386425, 50.89204767544851]}";1344;BE01344;1344;BR-FL L36/3;BR-VL L36/3;FRONT. BRUXELLES-FLANDRE L36/3;GRENS BRUSSEL-VLAANDEREN L36/3;Br-Fl L36/3;Br-Vl L36/3;Front. Br-Fl L36/3;Grens Br-Vl L36/3;Front. Bruxelles-Flandre L36/3;Grens Brussel-Vlaanderen L36/3;6;6;6
50.7188308741,5.18937624653;"{""type"": ""Point"", ""coordinates"": [5.189376246531404, 50.71883087412619]}";1780;BE01780;1780;FL-WA L36;VL-WA L36;FRONT. FLANDRE-WALLONIE L36;GRENS VLAANDEREN-WALLONIE L36;Fl-Wa L36;Vl-Wa L36;Front. Fl-Wa L36;Grens Vl-Wa L36;Front. Flandre-Wallonie L36;Grens Vlaanderen-Wallonië L36;6;6;6
50.9062078675,4.41582220554;"{""type"": ""Point"", ""coordinates"": [4.415822205541935, 50.90620786748978]}";1775;BE01775;1775;BR-FL L25;BR-VL L25;FRONT. BRUXELLES-FLANDRE L25;GRENS BRUSSEL-VLAANDEREN L25;Br-Fl L25;Br-Vl L25;Front. Br-Fl L25;Grens Br-Vl L25;Front. Bruxelles-Flandre L25;Grens Brussel-Vlaanderen L25;6;6;6
50.7342169845,5.90974803769;"{""type"": ""Point"", ""coordinates"": [5.909748037689037, 50.73421698451481]}";1771;BE01771;1771;FL-WA L24;VL-WA L24;FRONT. FLANDRE-WALLONIE L24;GRENS VLAANDEREN-WALLONIE L24;Fl-Wa L24;Vl-Wa L24;Front. Fl-Wa L24;Grens Vl-Wa L24;Front. Flandre-Wallonie L24;Grens Vlaanderen-Wallonië L24;6;6;6
50.8705685005,4.28556860835;"{""type"": ""Point"", ""coordinates"": [4.285568608351157, 50.87056850045274]}";1782;BE01782;1782;BR-FL L50;BR-VL L50;FRONT. BRUXELLES-FLANDRE L50;GRENS BRUSSEL-VLAANDEREN L50;Br-Fl L50;Br-Vl L50;Front. Br-Fl L50;Grens Br-Vl L50;Front. Bruxelles-Flandre L50;Grens Brussel-Vlaanderen L50;6;6;6
50.780224298,3.02950317828;"{""type"": ""Point"", ""coordinates"": [3.029503178283458, 50.78022429801114]}";1785;BE01785;1785;FL-WA L69;VL-WA L69;FRONT. FLANDRE-WALLONIE L69;GRENS VLAANDEREN-WALLONIE L69;Fl-Wa L69;Vl-Wa L69;Front. Fl-Wa L69;Grens Vl-Wa L69;Front. Flandre-Wallonie L69;Grens Vlaanderen-Wallonië L69;6;6;6
50.7774047382,4.32865813458;"{""type"": ""Point"", ""coordinates"": [4.328658134575197, 50.77740473815198]}";1776;BE01776;1776;BR-FL L26;BR-VL L26;FRONT. BRUXELLES-FLANDRE L26;GRENS BRUSSEL-VLAANDEREN L26;Br-Fl L26;Br-Vl L26;Front. Br-Fl L26;Grens Br-Vl L26;Front. Bruxelles-Flandre L26;Grens Brussel-Vlaanderen L26;6;6;6
50.8820863998,4.29825506987;"{""type"": ""Point"", ""coordinates"": [4.298255069871624, 50.88208639984605]}";1784;BE01784;1784;BR-FL L60;BR-VL L60;FRONT. BRUXELLES-FLANDRE L60;GRENS BRUSSEL-VLAANDEREN L60;Br-Fl L60;Br-Vl L60;Front. Br-Fl L60;Grens Br-Vl L60;Front. Bruxelles-Flandre L60;Grens Brussel-Vlaanderen L60;6;6;6
50.6954938824,4.01537289525;"{""type"": ""Point"", ""coordinates"": [4.015372895251939, 50.695493882422504]}";1792;BE01792;1792;FL-WA 2 L94;VL-WA 2 L94;FRONT. FLANDRE-WALLONIE 2 L94;GRENS VLAANDEREN-WALLONIE2 L94;Fl-Wa 2 L94;Vl-Wa 2 L94;Front. Fl-Wa 2 L94;Grens Vl-Wa 2 L94;Front. Flandre-Wallonie 2 L94;Grens Vlaanderen-Wallonië2 L94;6;6;6
50.9019485133,4.42315147736;"{""type"": ""Point"", ""coordinates"": [4.423151477357449, 50.90194851327347]}";1777;BE01777;1777;BR-FL L26/1;BR-VL L26/1;FRONT. BRUXELLES-FLANDRE L26/1;GRENS BRUSSEL-VLAANDEREN L26/1;Br-Fl L26/1;Br-Vl L26/1;Front. Br-Fl L26/1;Grens Br-Vl L26/1;Front. Bruxelles-Flandre L26/1;Grens Brussel-Vlaanderen L26/1;6;6;6
50.7658688218,3.22071547627;"{""type"": ""Point"", ""coordinates"": [3.220715476265184, 50.76586882176925]}";1787;BE01787;1787;FL-WA L75;VL-WA L75;FRONT. FLANDRE-WALLONIE L75;GRENS VLAANDEREN-WALLONIE L75;Fl-Wa L75;Vl-Wa L75;Front. Fl-Wa L75;Grens Vl-Wa L75;Front. Flandre-Wallonie L75;Grens Vlaanderen-Wallonië L75;6;6;6
50.7062676439,4.21299956537;"{""type"": ""Point"", ""coordinates"": [4.212999565365529, 50.706267643936464]}";1796;BE01796;1796;FL-WA L106;VL-WA L106;FRONT. FLANDRE-WALLONIE L106;GRENS VLAANDEREN-WALLONIE L106;Fl-Wa L106;Vl-Wa L106;Front. Fl-Wa L106;Grens Vl-Wa L106;Front. Flandre-Wallonie L106;Grens Vlaanderen-Wallonië L106;6;6;6
50.9038766288,4.41937350932;"{""type"": ""Point"", ""coordinates"": [4.419373509323034, 50.903876628815816]}";1778;BE01778;1778;BR-FL L27;BR-VL L27;FRONT. BRUXELLES-FLANDRE L27;GRENS BRUSSEL-VLAANDEREN L27;Br-Fl L27;Br-Vl L27;Front. Br-Fl L27;Grens Br-Vl L27;Front. Bruxelles-Flandre L27;Grens Brussel-Vlaanderen L27;6;6;6
50.6987620304,4.04200834591;"{""type"": ""Point"", ""coordinates"": [4.04200834590645, 50.6987620304385]}";1791;BE01791;1791;WA-FL L94;WA-VL L94;FRONT. WALLONIE-FLANDRE L94;GRENS WALLONIE-VLAANDEREN L94;Wa-Fl L94;Wa-Vl L94;Front. Wa-Fl L94;Grens Wa-Vl L94;Front. Wallonie-Flandre L94;Grens Wallonië-Vlaanderen L94;6;6;6
50.6987930768,4.04215377263;"{""type"": ""Point"", ""coordinates"": [4.042153772628076, 50.6987930768397]}";1797;BE01797;1797;WA-FL L123;WA-VL L123;FRONT. WALLONIE-FLANDRE L123;GRENS WALLONIE-VLAANDEREN L123;Wa-Fl L123;Wa-Vl L123;Front. Wa-Fl L123;Grens Wa-Vl L123;Front. Wallonie-Flandre L123;Grens Wallonië-Vlaanderen L123;6;6;6
50.7573704323,5.52175992558;"{""type"": ""Point"", ""coordinates"": [5.521759925575835, 50.7573704322982]}";1779;BE01779;1779;WA-FL L34;WA-VL L34;FRONT. WALLONIE-FLANDRE L34;GRENS WALLONIE-VLAANDEREN L34;Wa-Fl L34;Wa-Vl L34;Front. Wa-Fl L34;Grens Wa-Vl L34;Front. Wallonie-Flandre L34;Grens Wallonië-Vlaanderen L34;6;6;6
50.706298949,4.21287243009;"{""type"": ""Point"", ""coordinates"": [4.212872430086003, 50.706298949006886]}";1794;BE01794;1794;FL-WA L96;VL-WA L96;FRONT. FLANDRE-WALLONIE L96;GRENS VLAANDEREN-WALLONIE L96;Fl-Wa L96;Vl-Wa L96;Front. Fl-Wa L96;Grens Vl-Wa L96;Front. Flandre-Wallonie L96;Grens Vlaanderen-Wallonië L96;6;6;6
50.752327304,4.48137258654;"{""type"": ""Point"", ""coordinates"": [4.481372586542315, 50.75232730399013]}";1801;BE01801;1801;FL-WA L161;VL-WA L161;FRONT. FLANDRE-WALLONIE L161;GRENS VLAANDEREN-WALLONIE L161;Fl-Wa L161;Vl-Wa L161;Front. Fl-Wa L161;Grens Vl-Wa L161;Front. Flandre-Wallonie L161;Grens Vlaanderen-Wallonië L161;6;6;6
50.7502496313,5.69652000559;"{""type"": ""Point"", ""coordinates"": [5.6965200055902, 50.75024963129987]}";1781;BE01781;1781;WA-FL L40;WA-VL L40;FRONT. WALLONIE-FLANDRE L40;GRENS WALLONIE-VLAANDEREN L40;Wa-Fl L40;Wa-Vl L40;Front. Wa-Fl L40;Grens Wa-Vl L40;Front. Wallonie-Flandre L40;Grens Wallonië-Vlaanderen L40;6;6;6
50.7305227496,4.37842712338;"{""type"": ""Point"", ""coordinates"": [4.378427123380891, 50.730522749612284]}";1798;BE01798;1798;FL-WA L124;VL-WA L124;FRONT. FLANDRE-WALLONIE L124;GRENS VLAANDEREN-WALLONIE L124;Fl-Wa L124;Vl-Wa L124;Front. Fl-Wa L124;Grens Vl-Wa L124;Front. Flandre-Wallonie L124;Grens Vlaanderen-Wallonië L124;6;6;6
50.8018107642,4.30354166392;"{""type"": ""Point"", ""coordinates"": [4.303541663919752, 50.801810764170476]}";1802;BE01802;1802;BR-FL L96N;BR-VL L96N;FRONT. BRUXELLES-FLANDRE L96N;GRENS BRUSSEL-VLAANDEREN L96N;Br-Fl L96N;Br-Vl L96N;Front. Br-Fl L96N;Grens Br-Vl L96N;Front. Bruxelles-Flandre L96N;Grens Brussel-Vlaanderen L96N;6;6;6
50.8227185302,4.2474948525;"{""type"": ""Point"", ""coordinates"": [4.247494852500465, 50.82271853023517]}";1783;BE01783;1783;BR-FL L50A;BR-VL L50A;FRONT. BRUXELLES-FLANDRE L50A;GRENS BRUSSEL-VLAANDEREN L50A;Br-Fl L50A;Br-Vl L50A;Front. Br-Fl L50A;Grens Br-Vl L50A;Front. Bruxelles-Flandre L50A;Grens Brussel-Vlaanderen L50A;6;6;6
50.7965937871,4.65061607644;"{""type"": ""Point"", ""coordinates"": [4.650616076440563, 50.79659378707987]}";1799;BE01799;1799;FL-WA L139;VL-WA L139;FRONT. FLANDRE-WALLONIE L139;GRENS VLAANDEREN-WALLONIE L139;Fl-Wa L139;Vl-Wa L139;Front. Fl-Wa L139;Grens Vl-Wa L139;Front. Flandre-Wallonie L139;Grens Vlaanderen-Wallonië L139;6;6;6
50.7066868603,4.21211487405;"{""type"": ""Point"", ""coordinates"": [4.212114874048311, 50.70668686028042]}";1803;BE01803;1803;FL-WA L1;VL-WA L1;FRONT. FLANDRE-WALLONIE L1;GRENS VLAANDEREN-WALLONIE L1;Fl-Wa L1;Vl-Wa L1;Front. Fl-Wa L1;Grens Vl-Wa L1;Front. Flandre-Wallonie L1;Grens Vlaanderen-Wallonië L1;6;6;6
50.7973583741,2.95508726562;"{""type"": ""Point"", ""coordinates"": [2.95508726562116, 50.79735837411517]}";1786;BE01786;1786;WA-FL L69;WA-VL L69;FRONT. WALLONIE-FLANDRE L69;GRENS WALLONIE-VLAANDEREN L69;Wa-Fl L69;Wa-Vl L69;Front. Wa-Fl L69;Grens Wa-Vl L69;Front. Wallonie-Flandre L69;Grens Wallonië-Vlaanderen L69;6;6;6
50.7770684511,4.42973126383;"{""type"": ""Point"", ""coordinates"": [4.429731263831286, 50.777068451137445]}";1800;BE01800;1800;BR-FL L161;BR-VL L161;FRONT. BRUXELLES-FLANDRE L161;GRENS BRUSSEL-VLAANDEREN L161;Br-Fl L161;Br-Vl L161;Front. Br-Fl L161;Grens Br-Vl L161;Front. Bruxelles-Flandre L161;Grens Brussel-Vlaanderen L161;6;6;6
51.3057130128,4.34001353983;"{""type"": ""Point"", ""coordinates"": [4.340013539834546, 51.305713012808546]}";2042;BE02042;TOX88;L11/1XL223;L11/1XL223;LIJN 11/1-KRUISING LIJN 223(1);LIJN 11/1-KRUISING LIJN 223(1);L11/1xL223;L11/1xL223;L11/1-Kruis. L223(1);L11/1-Kruis. L223(1);Lijn 11/1-Kruising lijn 223(1);Lijn 11/1-Kruising lijn 223(1);Rooster;Gril;Gril
50.7478211582,3.85052512024;"{""type"": ""Point"", ""coordinates"": [3.850525120239242, 50.74782115821808]}";1789;BE01789;1789;FL-WA L90;VL-WA L90;FRONT. FLANDRE-WALLONIE L90;GRENS VLAANDEREN-WALLONIE L90;Fl-Wa L90;Vl-Wa L90;Front. Fl-Wa L90;Grens Vl-Wa L90;Front. Flandre-Wallonie L90;Grens Vlaanderen-Wallonië L90;6;6;6
50.7508106674,4.95344765211;"{""type"": ""Point"", ""coordinates"": [4.953447652106475, 50.750810667376314]}";1804;BE01804;1804;FL-WA 1 L2;VL-WA 1 L2;FRONT. FLANDRE-WALLONIE 1 L2;GRENS VLAANDEREN-WALLONIE 1 L2;Fl-Wa 1 L2;Vl-Wa 1 L2;Front. Fl-Wa 1 L2;Grens Vl-Wa 1 L2;Front. Flandre-Wallonie 1 L2;Grens Vlaanderen-Wallonië 1 L2;6;6;6
51.2648087538,4.38326419343;"{""type"": ""Point"", ""coordinates"": [4.383264193425117, 51.264808753764974]}";2087;BE02087;TO34B;L220/1XL221A;L220/1XL221A;LIJN 220/1-KRUISING LIJN 221A;LIJN 220/1-KRUISING LIJN 221A;L220/1xL221A;L220/1xL221A;L220/1-Kruis. L221A;L220/1-Kruis. L221A;Lijn 220/1-Kruising lijn 221A;Lijn 220/1-Kruising lijn 221A;Rooster;Gril;Gril
50.7216320871,4.17232142017;"{""type"": ""Point"", ""coordinates"": [4.172321420172575, 50.72163208709795]}";1790;BE01790;1790;FL-WA 1 L94;VL-WA 1 L94;FRONT. FLANDRE-WALLONIE 1 L94;GRENS VLAANDEREN-WALLONIE1 L94;Fl-Wa 1 L94;Vl-Wa 1 L94;Front. Fl-Wa 1 L94;Grens Vl-Wa 1 L94;Front. Flandre-Wallonie 1 L94;Grens Vlaanderen-Wallonië1 L94;6;6;6
50.9004588157,4.4265997553;"{""type"": ""Point"", ""coordinates"": [4.426599755302879, 50.900458815685184]}";1815;BE01815;1815;BR-FL L36C/2;BR-VL L36C/2;FRONT. BRUXELLES-FLANDRE 36C/2;GRENS BRUSSEL-VLAANDEREN 36C/2;Br-Fl L36C/2;Br-Vl L36C/2;Front. Br-Fl L36C/2;Grens Br-Vl L36C/2;Front. Bruxelles-Flandre 36C/2;Grens Brussel-Vlaanderen 36C/2;6;6;6
50.5578933232,4.69867479556;"{""type"": ""Point"", ""coordinates"": [4.698674795559847, 50.55789332321285]}";255;BE00255;CAD;CHAP-DIEU;CHAP-DIEU;CHAPELLE-DIEU;CHAPELLE-DIEU;Chap-Dieu;Chap-Dieu;Chapelle-Dieu;Chapelle-Dieu;Chapelle-Dieu;Chapelle-Dieu;Stopplaats;Point d'arrêt;Point d'arrêt
